draw,form,team,loss,played,points,short_name,overallStrength,defenceStrength,attackStrength,strength,win,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,goals_conceded,goals_scored,ict_index,influence,minutes,opponent_team,own_goals,penalties_missed,red_cards,round,starts,team_a_score,team_h_score,threat,total_points,transfers_in,value,was_home,yellow_cards,player_ID,position,oppStrength
0,0.0,3,0,0,0,BOU,1100,1075,1130,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,18,0,0,0,20,0,1,3,0.0,0,14,45,False,0,70,DEF,4
0,0.0,3,0,0,0,BOU,1100,1075,1130,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,18,0,0,0,20,0,1,3,0.0,0,86,43,False,0,75,DEF,4
0,0.0,3,0,0,0,BOU,1100,1075,1130,3,0,0,0,10,0,18.8,0.26,0.28,0.02,3,0,4.5,19.8,90,18,0,0,0,20,1,1,3,6.0,0,81793,45,False,1,83,DEF,4
0,0.0,4,0,0,0,BRE,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,0,0,0,20,0,1,3,0.0,0,67,44,False,0,90,DEF,3
0,0.0,4,0,0,0,BRE,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,0,0,0,20,0,1,3,0.0,0,0,40,False,0,93,DEF,3
0,0.0,4,0,0,0,BRE,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,0,0,0,20,0,1,3,0.0,0,711,39,False,0,102,DEF,3
0,0.0,4,0,0,0,BRE,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,0,0,0,20,0,1,3,0.0,0,26,43,False,0,103,DEF,3
0,0.0,4,0,0,0,BRE,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,0,0,0,20,0,1,3,0.0,0,27,44,False,0,104,DEF,3
0,0.0,4,0,0,0,BRE,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,8,0,0,0,20,0,1,3,0.0,0,117,48,False,0,109,DEF,3
0,0.0,5,0,0,0,BHA,1210,1240,1180,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,19,0,0,0,20,0,0,0,0.0,0,2932,50,False,0,129,DEF,3
0,0.0,5,0,0,0,BHA,1210,1240,1180,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,19,0,0,0,20,0,0,0,0.0,0,0,40,False,0,136,DEF,3
0,0.0,5,0,0,0,BHA,1210,1240,1180,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,19,0,0,0,20,0,0,0,0.0,0,727,39,False,0,139,DEF,3
0,-0.25,5,0,0,0,BHA,1210,1240,1180,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,19,0,0,0,20,0,0,0,0.0,0,11,43,False,0,151,DEF,3
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0,20,0,2,3,0.0,0,738,39,False,0,157,DEF,4
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0,20,0,2,3,0.0,0,384,39,False,0,166,DEF,4
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0,20,0,2,3,0.0,0,136,39,False,0,167,DEF,4
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0,20,0,2,3,0.0,0,0,40,False,0,171,DEF,4
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,4,0,0.9,0.0,0.0,0.0,3,0,1.5,13.6,90,2,0,0,0,20,1,2,3,0.0,0,20158,40,False,1,178,DEF,4
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0,20,0,2,3,0.0,0,0,40,False,0,179,DEF,4
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,0,40,False,0,185,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,0,45,False,0,189,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,0,40,False,0,190,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,1759,44,False,0,191,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,10,43,False,0,194,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,140,54,False,0,195,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,36,48,False,0,198,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,8,44,False,0,201,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,8,0,12.3,0.01,0.01,0.0,2,0,2.2,7.2,90,12,0,0,0,20,1,3,2,2.0,0,188411,42,False,1,203,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,125,53,False,0,206,DEF,2
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,92,43,False,0,214,DEF,2
0,0.0,8,0,0,0,CRY,1070,1060,1080,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,0,0,0,20,0,1,3,0.0,0,0,40,True,0,235,DEF,3
0,0.0,8,0,0,0,CRY,1070,1060,1080,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,0,0,0,20,0,1,3,0.0,0,189,40,True,0,241,DEF,3
0,0.0,8,0,0,0,CRY,1070,1060,1080,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,4,0,0,0,20,0,1,3,0.0,0,66,45,True,0,242,DEF,3
0,0.0,9,0,0,0,EVE,1100,1080,1125,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,0,0,0,20,0,0,3,0.0,0,169,43,False,0,252,DEF,3
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,0,0,0,20,0,0,3,0.0,0,0,40,False,0,255,DEF,3
0,0.0,9,0,0,0,EVE,1100,1080,1125,3,0,0,0,6,0,1.6,0.01,0.01,0.0,3,0,0.4,2.8,62,20,0,0,0,20,1,0,3,0.0,0,939,44,False,1,262,DEF,3
0,-0.6666666666666666,9,0,0,0,EVE,1100,1080,1125,3,0,0,0,12,0,15.8,0.07,0.17,0.1,3,0,5.8,35.0,90,20,0,0,0,20,1,0,3,7.0,0,84388,45,False,1,265,DEF,3
0,0.0,10,0,0,0,FUL,1055,1060,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,20,0,1,2,0.0,0,0,40,True,0,274,DEF,5
0,0.0,10,0,0,0,FUL,1055,1060,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,20,0,1,2,0.0,0,0,40,True,0,277,DEF,5
0,0.0,10,0,0,0,FUL,1055,1060,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,20,0,1,2,0.0,0,14,45,True,0,281,DEF,5
0,0.0,10,0,0,0,FUL,1055,1060,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,20,0,1,2,0.0,0,341,44,True,0,285,DEF,5
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,10,0,33.3,0.23,0.76,0.53,2,0,5.6,15.6,90,15,0,0,0,20,1,2,4,7.0,0,387897,84,True,1,290,DEF,3
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,0,0,20,0,2,4,0.0,0,30,49,True,0,305,DEF,3
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,0,0,20,0,2,4,0.0,0,0,40,True,0,306,DEF,3
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,0,0,20,0,2,4,0.0,0,206,64,True,0,307,DEF,3
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,0,0,20,0,2,4,0.0,0,142,47,True,0,311,DEF,3
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,0,0,20,0,2,4,0.0,0,0,40,True,0,312,DEF,3
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,2108,39,True,0,315,DEF,3
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,21,40,True,0,318,DEF,3
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,414,39,True,0,333,DEF,3
0,0.0,13,0,0,0,MCI,1355,1360,1350,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,17,0,0,0,20,0,0,2,0.0,0,0,58,True,0,346,DEF,2
0,0.0,13,0,0,0,MCI,1355,1360,1350,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,17,0,0,0,20,0,0,2,0.0,0,0,49,True,0,357,DEF,2
0,0.0,13,0,0,0,MCI,1355,1360,1350,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,17,0,0,0,20,0,0,2,0.0,0,2321,39,True,0,366,DEF,2
0,0.0,13,0,0,0,MCI,1355,1360,1350,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,17,0,0,0,20,0,0,2,0.0,0,1938,53,True,0,368,DEF,2
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,0,45,False,0,370,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,0,40,False,0,374,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,0,40,False,0,375,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,5,0,3.3,0.04,0.09,0.05,2,0,1.6,6.4,90,16,0,0,0,20,1,1,2,6.0,0,22518,51,False,1,377,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,0,40,False,0,380,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,20,45,False,0,386,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,434,42,False,0,387,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,9,43,False,0,389,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,106,47,False,0,391,DEF,3
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,7,0,10.8,0.28,0.28,0.0,3,0,3.6,23.4,90,7,0,0,0,20,1,3,2,2.0,0,4458,40,True,1,393,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,11,0,2.8,0.02,0.02,0.0,2,0,2.4,20.8,90,16,0,0,0,20,1,1,2,0.0,0,4277,49,False,1,395,DEF,3
0,0.0,14,0,0,0,MUN,1220,1230,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,16,0,0,0,20,0,1,2,0.0,0,1633,52,False,0,398,DEF,3
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,0,40,False,0,404,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,30,44,False,0,417,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,0,40,False,0,420,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,15,40,False,0,422,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,15,0,13.1,0.01,0.01,0.0,4,0,5.8,44.4,90,11,0,0,0,20,1,2,4,0.0,0,5959,53,False,0,427,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,13,42,False,0,428,DEF,4
0,-0.25,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,30282,68,False,0,430,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,0,40,False,0,431,DEF,4
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,35,45,True,0,436,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,39,True,0,438,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,45,True,0,441,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,40,True,0,444,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,5,44,True,0,445,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,45,True,0,452,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,40,True,0,454,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,41,44,True,0,455,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,40,True,0,460,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,0,44,True,0,461,DEF,3
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,31,44,True,0,469,DEF,3
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,0,0,20,0,0,2,0.0,0,191,43,False,0,471,DEF,5
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,0,0,20,0,0,2,0.0,0,349,39,False,0,474,DEF,5
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,7,0,18.6,0.07,0.24,0.17,2,0,6.5,24.0,90,13,0,0,0,20,1,0,2,22.0,0,1113,45,False,1,476,DEF,5
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,0,0,20,0,0,2,0.0,0,54,43,False,0,480,DEF,5
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,0,0,20,0,0,2,0.0,0,35,43,False,0,484,DEF,5
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,52,47,True,0,507,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,0,40,True,0,510,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,1015,50,True,0,511,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,0,44,True,0,512,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,14,44,True,0,514,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,0,40,True,0,517,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,0,40,True,0,518,DEF,3
0,0.0,19,0,0,0,WHU,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,0,0,0,20,0,0,0,0.0,0,75,45,True,0,522,DEF,3
0,-0.25,19,0,0,0,WHU,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,0,0,0,20,0,0,0,0.0,0,83447,46,True,0,528,DEF,3
0,0.0,19,0,0,0,WHU,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,0,0,0,20,0,0,0,0.0,0,336,42,True,0,530,DEF,3
0,0.0,19,0,0,0,WHU,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,0,0,0,20,0,0,0,0.0,0,81,43,True,0,537,DEF,3
0,0.0,19,0,0,0,WHU,1100,1150,1055,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,0,0,0,20,0,0,0,0.0,0,2265,45,True,0,544,DEF,3
0,0.0,20,0,0,0,WOL,1100,1115,1085,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,9,0,0,0,20,0,0,3,0.0,0,0,40,True,0,547,DEF,3
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,174,43,True,0,553,DEF,3
0,0.0,20,0,0,0,WOL,1100,1115,1085,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,9,0,0,0,20,0,0,3,0.0,0,0,40,True,0,556,DEF,3
0,0.0,20,0,0,0,WOL,1100,1115,1085,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,9,0,0,0,20,0,0,3,0.0,0,7,43,True,0,560,DEF,3
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,167,43,True,0,575,DEF,3
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,522,39,False,0,581,DEF,4
0,0.0,1,0,0,0,ARS,1365,1360,1370,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,10,0,0,0,20,0,1,2,0.0,0,59,46,False,0,585,DEF,3
0,0.0,9,0,0,0,EVE,1100,1080,1125,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,20,0,0,0,20,0,0,3,0.0,0,30,44,False,0,588,DEF,3
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,0,0,20,0,0,2,0.0,0,40,43,False,0,592,DEF,5
0,-0.25,3,0,0,0,BOU,1100,1075,1130,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,18,0,0,0,20,0,1,3,0.0,0,23,44,False,0,595,DEF,4
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,2,0,1.2,0.0,0.0,0.0,2,0,0.3,1.8,45,7,0,0,0,20,1,3,2,0.0,0,1181,40,True,0,602,DEF,3
0,0.0,5,0,0,0,BHA,1210,1240,1180,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,19,0,0,0,20,0,0,0,0.0,0,247,43,False,0,606,DEF,3
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,12,0,0.6,0.0,0.0,0.0,2,0,1.9,18.8,90,12,0,0,0,20,1,3,2,0.0,0,11827,49,False,1,611,DEF,2
0,0.0,3,0,0,0,BOU,1100,1075,1130,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,18,0,0,0,20,0,1,3,0.0,0,378,40,False,0,619,DEF,4
0,0.0,6,0,0,0,BUR,1050,1050,1050,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,0,0,0,20,0,2,3,0.0,0,0,40,False,0,622,DEF,4
0,0.0,10,0,0,0,FUL,1055,1060,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1,0,0,0,20,0,1,2,0.0,0,38,40,True,0,625,DEF,5
0,0.0,11,0,0,0,LIV,1240,1270,1210,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,15,0,0,0,20,0,2,4,0.0,0,3493,40,True,0,626,DEF,3
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,12,0,1.5,0.01,0.01,0.0,4,0,2.7,25.6,90,11,0,0,0,20,1,2,4,0.0,0,2837,44,False,0,633,DEF,4
0,0.0,15,0,0,0,NEW,1280,1355,1210,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,11,0,0,0,20,0,2,4,0.0,0,1432,39,False,0,634,DEF,4
0,0.0,16,0,0,0,NFO,1065,1080,1050,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,0,0,0,20,0,1,2,0.0,0,488,39,True,0,637,DEF,3
0,0.0,18,0,0,0,TOT,1170,1230,1110,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,0,0,0,20,0,1,3,0.0,0,309,44,True,0,639,DEF,3
0,0.0,3,0,0,0,BOU,1100,1075,1130,3,0,0,0,4,0,1.6,0.1,0.1,0.0,2,0,0.8,4.6,45,18,0,0,0,20,0,1,3,2.0,0,185,44,False,0,643,DEF,4
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,0,40,True,0,648,DEF,3
0,0.0,17,0,0,0,SHU,1040,1060,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,13,0,0,0,20,0,0,2,0.0,0,54,40,False,0,653,DEF,5
0,0.0,7,0,0,0,CHE,1190,1230,1150,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,0,0,0,20,0,3,2,0.0,0,0,40,False,0,671,DEF,2
0,0.0,12,0,0,0,LUT,1055,1090,1020,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,7,0,0,0,20,0,3,2,0.0,0,113,40,True,0,682,DEF,3
